"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"195","first","1C",4.39,"Jessie Brooks","athlete",0,1,0,"she's really excited and will try to do her best",3,4,3,"Exp3_P224",NA
"196","first","1C",3.87,"Reese King","politics",0,1,0,"she started working with people from across her community",3,5,3,"Exp3_P224",NA
"197","first","3B",5.22,"Blair Hill","book",0,0,1,"they went on to have tremendous success as an author. ",3,3,3,"Exp3_P71",0
"198","first","3B",1.24,"Brian King","animals",1,0,0,"he had high hopes that the organization would do a lot of good for the community. ",2,2,3,"Exp3_P71",0
"199","first","3B",5.86,"Elisha Moore","politics",0,1,0,"she went home to think of other ways to promote her campaign. ",2,2,2,"Exp3_P71",0
"200","first","3B",3.75,"Quinn Parker","athlete",0,0,1,"they are excited and full of energy. ",3,3,4,"Exp3_P71",0
"201","first","3B",6.78,"Rebecca Wright","meals",0,1,0,"she realized how important volunteers are to people in need. ",1,3,2,"Exp3_P71",0
"202","first","3B",4.34,"Riley Cook","science",0,1,0,"she came up with a way to use the results to help even more people. ",3,2,3,"Exp3_P71",0
"203","first","3B",2.41,"Tommie Smith","album",1,0,0,"he is excited so many people love it. ",3,3,4,"Exp3_P71",0
"204","first","3C",6.24,"Ashley Green","album",0,0,1,"It's so surreal I don't know if I'll ever get used to hearing my own voice on the radio. People are singing my songs now at concerts it's wild. I'm so excited for the rest of this tour.",3,3,3,"Exp3_P384",1
"205","first","3C",2.61,"Emerson Baker","animals",0,0,1,"The County Cat Rescue has received a great deal of support from the community every month there are more volunteers to help. Emerson aims to always have more than enough projects for the growing number of volunteers. Collecting caring for and socializing the many strays in the area is a priority. Emerson has also been taking steps to reduce the environmental impact of the stray cats who are responsible for the dramatic decrease in the songbird population in recent years.",3,2,2,"Exp3_P384",1
"206","first","3C",6.82,"Emily Brooks","politics",0,1,0,"She has received lots of national attention. Powerful clips of her emotional plea to end gun violence in the community have gone viral. The added attention isn't all positive her campaign has been inundated with threats and racial charged vitriol from a number of news outlets as well as from the usual tweet-flinging political commentators.",2,3,2,"Exp3_P384",1
"207","first","3C",5.34,"Jackie Walker","book",0,1,0,"She went on a six night bender to celebrate and relieve the enormous stress she had been under trying to publish a book while holding a retail job. Jackie says she considers the debaucherous six night adventure to be research for her next book. Jackie hopes she'll be able to transition to writing full time.",1,4,3,"Exp3_P384",1
"208","first","3C",1.28,"James White","athlete",1,0,0,"he's just worried about getting one foot in front of the other and staying healthy.",3,1,5,"Exp3_P384",1
"209","first","3C",4.39,"Jessie Turner","science",1,0,0,"he has been contacted by app developers and children's book authors looking to cash in on the fruits of his research.",3,3,1,"Exp3_P384",1
"210","first","3C",3.87,"Reese Campbell","meals",0,1,0,"she has started bringing her husband and children to events to help create a stronger sense of family and community. She says her kids were hesitant at first but have really taken to the people and the work.",2,4,2,"Exp3_P384",1
"211","first","3C",6.24,"Ashley Green","album",0,0,1,"I am happy for how well it has done and I am very proud of every song on the album.",1,2,2,"Exp3_P55",0
"212","first","3C",2.61,"Emerson Baker","animals",0,0,1,"They have continued to help these cats to find homes and live longer lives",1,1,1,"Exp3_P55",0
"213","first","3C",6.82,"Emily Brooks","politics",0,1,0,"She was excited to see the attendance and pushed forward toward making real change.",1,2,2,"Exp3_P55",0
"214","first","3C",5.34,"Jackie Walker","book",0,0,1,"It opened doors to the future of writing with all of the success.",1,3,3,"Exp3_P55",0
"215","first","3C",1.28,"James White","athlete",0,0,1,"I will try my best as long as my body continues to support me",1,1,3,"Exp3_P55",0
"216","first","3C",4.39,"Jessie Turner","science",1,0,0,"He was excited to continue these important studies to learn how the brain grows in young children",1,2,2,"Exp3_P55",0
"217","first","3C",3.87,"Reese Campbell","meals",1,0,0,"he has a new understanding of what these families go through and will continue to make sure they get to have these traditions",1,2,2,"Exp3_P55",0
"218","first","1B",5.22,"Blair Campbell","politics",0,0,1,"Local newspaper held a poll concluding that Blair would win the election.",2,3,3,"Exp3_P142",0
"219","first","1B",1.24,"Brian Walker","athlete",1,0,0,"His body is in good shape and he intends to win these races.",2,1,3,"Exp3_P142",0
"220","first","1B",5.86,"Elisha Collins","book",0,1,0,"Music has always been an outlet for her and she is happy to have such supportive fans.",3,3,4,"Exp3_P142",0
"221","first","1B",3.75,"Quinn Young","album",1,0,0,"He was surprised by the immense amount of positive feedback he received.",1,3,4,"Exp3_P142",0
"222","first","1B",6.78,"Rebecca Bell","animals",0,1,0,"She felt she had found new meaning in life and a passion for animals.",2,3,2,"Exp3_P142",0
"223","first","1B",4.34,"Riley Hill","meals",0,1,0,"She has made many wonderful friends and sees the community in a new light.",3,3,3,"Exp3_P142",0
"224","first","1B",2.41,"Tommie Brown","science",1,0,0,"He was led to planning new studies to deeper explore the results and applications from what they learned.",3,3,3,"Exp3_P142",0
"225","first","1A",2.12,"Chris Miller","science",0,0,1,"they were written up in a scientific journal and more funding came along.",4,2,4,"Exp3_P153",NA
"226","first","1A",5.59,"Jodie Parker","book",0,1,0,"she was able to quit her retail job and focus solely on writing.",3,2,4,"Exp3_P153",NA
"227","first","1A",4.73,"Kerry Baker","album",0,1,0,"she knew this would be a hit because she felt it was the best song she'd ever written.",3,2,3,"Exp3_P153",NA
"228","first","1A",6.73,"Mary Cooper","athlete",0,0,1," I hope that it happens but if I feel I'm putting too much pressure on my body I will rest it.",4,2,4,"Exp3_P153",NA
"229","first","1A",1.21,"Matthew Smith","animals",0,0,1,"it quickly grew and became a big success and is helping lower the population of feral and stray cats.",3,3,4,"Exp3_P153",NA
"230","first","1A",3.61,"Stevie White","politics",0,0,1,"Stevie went on to win the election with widespread support.",3,4,3,"Exp3_P153",NA
"231","first","1A",4.22,"Taylor Wright","meals",0,1,0,"she has been able to serve even more people in the community.",3,3,3,"Exp3_P153",NA
"232","first","3B",5.22,"Blair Hill","book",1,0,0,"Many readers commented on his evocative writing style and gripping story. ",4,2,4,"Exp3_P59",1
"233","first","3B",1.24,"Brian King","animals",1,0,0,"he dedicated endless hours in nhis free time to capturing neutering and releasing cats and has adopted out hundreds of cats ito loving homes.",1,4,4,"Exp3_P59",1
"234","first","3B",5.86,"Elisha Moore","politics",0,1,0,"to spread her campaign message and invite people to get to know her her political beliefs and strong drive to serve the people whether they vote for her or not.",4,3,3,"Exp3_P59",1
"235","first","3B",3.75,"Quinn Parker","athlete",0,0,1,"I plan to be prepared and will do my best. I consider myself lucky so far and will strive to win another race.",3,3,4,"Exp3_P59",1
"236","first","3B",6.78,"Rebecca Wright","meals",0,1,0,"she has helped many people who were hungry this Holiday season. These people were able to celebrate thanksgiving despite their dire circumstances.",1,4,3,"Exp3_P59",1
"237","first","3B",4.34,"Riley Cook","science",0,0,1,"it was clear more research was necessary and following the development of the children for several years will hopefully provide the kind of data they need to form a better mage of brain development in formative years.",4,3,3,"Exp3_P59",1
"238","first","3B",2.41,"Tommie Smith","album",1,0,0,"He was grateful for the support of his fans without whom his success would not have taken place. He worked hard on the album and wants everyone wot enjoy listening to it as much as he enjoyed writing the music.",3,3,4,"Exp3_P59",1
"239","first","3A",2.12,"Chris Young","politics",1,0,0,"Last night he is running against the incumbent state legislature and has garnered wide support",4,3,3,"Exp3_P149",NA
"240","first","3A",5.59,"Jodie Cooper","athlete",0,0,1,"I still got it in me",3,3,3,"Exp3_P149",NA
"241","first","3A",4.73,"Kerry Bell","animals",0,0,1,"The number of feral cats has decreased 40%",3,4,4,"Exp3_P149",NA
"242","first","3A",6.73,"Mary Collins","album",0,1,0,"It's a song that is really important to me and happy she was able to share it with the world and they like it",2,3,3,"Exp3_P149",NA
"243","first","3A",1.21,"Matthew Brown","science",1,0,0,"The medical journals were publishing many articles on his findings",4,4,4,"Exp3_P149",NA
"244","first","3A",3.61,"Stevie Ward","meals",1,0,0,"He has been nominated to receive the citizen award this year",3,4,4,"Exp3_P149",NA
"245","first","3A",4.22,"Taylor Miller","book",0,1,0,"She has already disclosed a sequel is in the works",3,4,4,"Exp3_P149",NA
"246","first","3B",5.22,"Blair Hill","book",0,0,1,"It became a bestseller.",3,1,2,"Exp3_P121",0
"247","first","3B",1.24,"Brian King","animals",1,0,0,"He helped rescue hundreds of cats.",1,1,1,"Exp3_P121",0
"248","first","3B",5.86,"Elisha Moore","politics",0,1,0,"Attendees said they were very excited about her campaign.",4,3,3,"Exp3_P121",0
"249","first","3B",3.75,"Quinn Parker","athlete",1,0,0,"He was lucky to not have injured himself.",2,1,2,"Exp3_P121",0
"250","first","3B",6.78,"Rebecca Wright","meals",0,0,1,"They have planned to help people without families have a good Thanksgiving.",1,1,1,"Exp3_P121",0
"251","first","3B",4.34,"Riley Cook","science",1,0,0,"He said he planned to follow up on the study with the kids as they went on through school.",3,2,3,"Exp3_P121",0
"252","first","3B",2.41,"Tommie Smith","album",0,1,0,"She plans to release more music soon.",3,2,3,"Exp3_P121",0
"253","first","3A",2.12,"Chris Young","politics",1,0,0,"he gained followers and more people were interested in him.",2,2,2,"Exp3_P351",1
"254","first","3A",5.59,"Jodie Cooper","athlete",0,1,0,"she is still running and capable of winning another medal.",1,1,3,"Exp3_P351",1
"255","first","3A",4.73,"Kerry Bell","animals",0,0,1," and has been successful in taking care of the cats and problems that deal with cats.",1,2,3,"Exp3_P351",1
"256","first","3A",6.73,"Mary Collins","album",0,1,0,"it's her most successful song.",2,3,3,"Exp3_P351",1
"257","first","3A",1.21,"Matthew Brown","science",0,0,1,"many became interested in it.",3,2,2,"Exp3_P351",1
"258","first","3A",3.61,"Stevie Ward","meals",0,0,1,"more people have been reached.",2,2,3,"Exp3_P351",1
"259","first","3A",4.22,"Taylor Miller","book",0,0,1,"it became a bestseller.",2,2,3,"Exp3_P351",1
"260","first","1C",6.24,"Ashley Cook","book",0,1,0,"she became an acclaimed author. ",2,3,3,"Exp3_P245",1
"261","first","1C",2.61,"Emerson Moore","meals",1,0,0,"he has had a feeling of fulfillment. ",2,3,3,"Exp3_P245",1
"262","first","1C",6.82,"Emily Ward","album",0,1,0,"it has been a blessing and she is so grateful for her success. ",2,1,2,"Exp3_P245",1
"263","first","1C",5.34,"Jackie Turner","animals",0,1,0,"she quickly found many volunteers willing to give time to the organization. ",2,2,3,"Exp3_P245",1
"264","first","1C",1.28,"James Green","science",1,0,0,"he became excited to work even harder. ",1,1,2,"Exp3_P245",1
"265","first","1C",4.39,"Jessie Brooks","athlete",0,0,1,"That's what their hopes and goals are. ",3,2,3,"Exp3_P245",1
"266","first","1C",3.87,"Reese King","politics",0,0,1,"they feel like they have a real shot in their election. ",3,2,3,"Exp3_P245",1
"267","first","2B",5.22,"Blair Young","animals",0,0,1,"there are fewer homeless cats on the streets. Cat welfare also improved as Blair continuously pushed and advocated for proper treatment of cats. The organization also became a venue for children to see and learn how to properly take care of cats. ",2,1,2,"Exp3_P101",1
"268","first","2B",1.24,"Brian Wright","science",1,0,0,"Academics and educators started creating techniques and curriculum for children to help them develop their mathematical skills easier. Brian was globally recognized for his contributions and breakthrough in the field of education.",2,1,2,"Exp3_P101",1
"269","first","2B",5.86,"Elisha Bell","book",0,1,0,"Elisha was invited in several television shows to discuss what her inspiration was in writing the novel. She has also inspired a lot of young aspiring authors to start writing. ",2,2,2,"Exp3_P101",1
"270","first","2B",3.75,"Quinn Brooks","politics",1,0,0,"With the overwhelming support of the community Quinn won against the incumbent. Throughout his term he initiated a lot of projects and reforms that the community supports and hoped for in a long time. ",2,2,2,"Exp3_P101",1
"271","first","2B",6.78,"Rebecca King","album",0,1,0,"Love Like a Balloon will not have been possible if not for the support of all her fans and the music community. She says that she will dedicate her energy to continuously make and produce music for the music industry and for her fans. She hopes for their continuous support.",2,1,2,"Exp3_P101",1
"272","first","2B",4.34,"Riley Campbell","athlete",0,1,0,"She hopes to still get the first place for the seventh and eighth event to even further her career. However no matter how important the medal is for her she's doing it for the sake of her beloved sport.",2,2,1,"Exp3_P101",1
"273","first","2B",2.41,"Tommie Hill","meals",1,0,0,"More families were able to enjoy Thanksgiving meals despite the rough conditions. Many people called for Tommie to run for a political office but Tommie refused as he wanted to continue and exert his effort on this initiative. He continuously do this endeavor every year for Thanksgiving. ",1,1,1,"Exp3_P101",1
"274","first","3A",2.12,"Chris Young","politics",0,0,1,"Chris went to the local metroflex gym to hit chest with ronnie coleman. They maxed out their bench at 405 lbs for 10 reps. Onlookers were in awe as ronnie slapped on another plate and repped out 10 reps of 450lbs. ",5,6,7,"Exp3_P269",1
